id;types;prepro_komposisi;cleaned_names;summary;;;
9702;tablet;atorvastatin;lipitor;lipitor tablet atorvastatin sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9703;tablet;atorvastatin calcium trihydrate;lipitor;lipitor tablet atorvastatin calcium trihydrate sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9704;tablet;ezetimibe;mierin;mierin tablet ezetimibe menurunkan kolesterol total , ldl , apoliprotein b trigliseridadan meningkatkan hdl pasien hiperkolesterol primer;;;
9705;tablet;rosuvastatin calcium;rosufer;rosufer tablet rosuvastatin calcium menurunkan kolesterol ldl kolesterol total;;;
9706;tablet;rosuvastatin calcium;rosuvastatin;rosuvastatin tablet rosuvastatin calcium hiperkolesterolemia primer tipe iia , hiperkolsterolemia famili heterozigos dislipidemia campuran tipe iib terapi tambahan diet olahraga;;;
9707;tablet;rosuvastatin calcium;rosuvastatin;rosuvastatin tablet rosuvastatin calcium hiperkolesterolemia primer tipe iia , hiperkolsterolemia familial homozigot dislipidemia campuran tipe iib sebgai terapi tambahan diet olahraga;;;
9708;tablet;atorvastatin calcium;truvaz;truvaz tablet atorvastatin calcium sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9709;tablet;albikoles;albiruni albikoles;albiruni albikoles tablet albikoles membantu mengurangi lemak darah;;;
9710;tablet;atorvastatin calcium trihydrate;atofar;atofar tablet atorvastatin calcium trihydrate sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9711;tablet;atorvastatin calcium trihydrate;atofar;atofar tablet atorvastatin calcium trihydrate sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9712;tablet;atorvastatin;atofar;atofar tablet atorvastatin sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9713;tablet;atorvastatin calcium trihydrate;atofar;atofar tablet atorvastatin calcium trihydrate sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9714;tablet;atorvastatin calcium trihydrate;atofar;atofar tablet atorvastatin calcium trihydrate sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9715;tablet;atorvastatin calcium trihydrate;atorvastatin;atorvastatin tablet atorvastatin calcium trihydrate sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9716;tablet;atorvastatin calcium trihydrate;atorvastatin;atorvastatin tablet atorvastatin calcium trihydrate sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9717;kaplet;atorvastatin;avesco;avesco kaplet atorvastatin sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9718;kaplet;atorvastatin calcium trihydrate;avesco;avesco kaplet atorvastatin calcium trihydrate sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9719;kaplet;atorvastatin calcium trihydrate;avesco;avesco kaplet atorvastatin calcium trihydrate sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9720;tablet;pravastatin sodium;cholespar;cholespar tablet pravastatin sodium terapi zat pengubah lemak penunjang diet ketat , hiperko - lesterolemia mengurangi resiko infark miokardial , mengurang resiko pasien penjalani prosedur revasularisasi miokardia , mengurangi resiko mortilitas kardiovaskuler;;;
9721;tablet;pravastatin sodium;cholespar;cholespar tablet pravastatin sodium terapi zat pengubah lemak penunjang diet ketat , hiperko - lesterolemia mengurangi resiko infark miokardial , mengurang resiko pasien penjalani prosedur revasularisasi miokardia , mengurangi resiko mortilitas kardiovaskuler;;;
9722;tablet;pravastatin sodium;cholespar;cholespar tablet pravastatin sodium hiperkolesterolemia;;;
9723;tablet;pravastatin sodium;cholespar;cholespar tablet pravastatin sodium hiperkolesterolemia;;;
9724;kaplet;simvastatin;cholestat;cholestat kaplet simvastatin menurunkan kadar kolesterol total ldl hiperkolesterolemia primer sekunder dimana respon diet terapi non - farmakologi tidak adekuat  menurunkan mortalitas total menurunkan kematian akibat penyakit koroner jantung resiko i;;;
9725;kaplet;simvastatin;cholestat;cholestat kaplet simvastatin menurunkan kadar kolesterol total ldl pasien hiperkolesterolemia;;;
9726;tablet;atorvastatin calcium trihydrate;cholestor;cholestor tablet atorvastatin calcium trihydrate menurunkan kolesterol jahat ldl trigliserida , meningkatkan kolesterol hdl darah;;;
9727;tablet;atorvastatin calcium trihydrate;cholestor;cholestor tablet atorvastatin calcium trihydrate menurunkan kolesterol jahat ldl trigliserida , meningkatkan kolesterol hdl darah;;;
9728;kapsul;cholsa;cholsa;cholsa kapsul ;;;
9729;tablet;lovastatin;cholvastin;cholvastin tablet lovastatin menurunkan kadar kolesterol total ldl hiperkolesterolemia primer dimana respon diet terapi non - farmakologi tidak adekuat , menurunkan kadar ldl kolesterrol penderita kombinasi hiperkolesterolemia hip;;;
9730;tablet;rosuvastatin calcium;crestor;crestor tablet rosuvastatin calcium hiperkolesterol primer tipe iia heterozigot familial dislipidemia campuran tipe iib terapi tambahan upaya diet olah raga tidak mencukupi;;;
9731;tablet;rosuvastatin calcium;crestor;crestor tablet rosuvastatin calcium hiperkolesterol primer tipe iia heterozigot familial dislipidemia campuran tipe iib terapi tambahan upaya diet olah raga tidak mencukupi;;;
9732;tablet;rosuvastatin calcium;crestor;crestor tablet rosuvastatin calcium hiperkolesterol primer tipe iia heterozigot familial dislipidemia campuran tipe iib terapi tambahan upaya diet olah raga tidak mencukupi;;;
9733;tablet;rosuvastatin calcium;crestor;crestor tablet rosuvastatin calcium hiperkolesterol primer tipe iia heterozigot familial dislipidemia campuran tipe iib terapi tambahan upaya diet olah raga tidak mencukupi;;;
9734;tablet;atorvastatin calcium trihydrate;debostin;debostin tablet atorvastatin calcium trihydrate sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9735;tablet;simvastatin;esvat;esvat tablet simvastatin menurunkan kadar kolesterol total ldl pasien hiperkolesterolemia;;;
9736;tablet;simvastatin;esvat;esvat tablet simvastatin menurunkan kadar kolesterol total ldl pasien hiperkolesterolemia;;;
9737;kapsul;fenofibrate;evothyl;evothyl kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9738;kapsul;fenofibrate;evothyl;evothyl kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9739;kapsul;fenofibrate;evothyl;evothyl kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9740;tablet;ezetimibe;ezetrol;ezetrol tablet ezetimibe menurunkan kolesterol total , ldl , apoliprotein b trigliseridadan meningkatkan hdl pasien hiperkolesterol primer;;;
9741;tablet;ezetimibe;ezetrol;ezetrol tablet ezetimibe menurunkan kolesterol total , ldl , apoliprotein b trigliseridadan meningkatkan hdl pasien hiperkolesterol primer;;;
9742;tablet;ezetimibe;ezetrol;ezetrol tablet ezetimibe menurunkan kolesterol total , ldl , apoliprotein b trigliseridadan meningkatkan hdl pasien hiperkolesterol primer;;;
9743;kaplet;atorvastatin calcium trihydrate;fastor;fastor kaplet atorvastatin calcium trihydrate sebagai terapi tambahan samping diet , menurunkan kolesterol total , kolesterol ldl , apolipoprotein - b , kadar trigliserida pasien hiperkolesterolemia primer , hiperlipidemia kombinasi campuran , hiperkolesterolemia familial heterozigot homozigot , diet penatalaksanaan non - farmakologik berhasil;;;
9744;kapsul;fenofibrate;fenofibrate;fenofibrate kapsul hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9745;kapsul;fenofibrate;fenoflex;fenoflex kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9746;kapsul;fenofibrate;fenoflex;fenoflex kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9747;kapsul;fenofibrate;fenosup lidose;fenosup lidose kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9748;kapsul;fenofibrate;fenosup lidose;fenosup lidose kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9749;kapsul;fenofibrate;fibesco;fibesco kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9750;kapsul;fenofibrate;fibramed;fibramed kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9751;kapsul;fenofibrate;fibramed;fibramed kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9752;kaplet;pravastatin sodium;gravastin;gravastin kaplet pravastatin sodium hiperkolesterolemia penyakit jantung koroner;;;
9753;kapsul;health+care guaslim;guaslim;guaslim kapsul health+care guaslim ;;;
9754;kapsul;fenofibrate;hicholfen;hicholfen kapsul fenofibrate mengurangi kadar kolesterol trigliserida serum pasien hiperlipidemia tipe iia , iib , ii , iv v;;;
9755;kapsul;ayurslim capsule;himalaya ayurslim;himalaya ayurslim kapsul ayurslim capsule secara tradisional membantu mengurangi lemak;;;
9756;kapsul;fenofibrate;hyperchol m;hyperchol m kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9757;kapsul;fenofibrate;hyperchol m;hyperchol m kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9758;kapsul;fenofibrate;hyperchol m;hyperchol m kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9759;kapsul;fenofibrate;hyperchol m;hyperchol m kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9760;kapsul;fenofibrate;hyperchol m;hyperchol m kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9761;kapsul;fenofibrate;hyperchol m;hyperchol m kapsul fenofibrate hiperkolesterolemia tipe iia , hiperlipidemia kombinasi tipe iib ii , hipertrigliserida endogen tipe iv tidak respon diet tindakan sesuai;;;
9762;tablet;simvastatin;lesvatin;lesvatin tablet simvastatin tambahan diet menurunkan kadar kolesterol total ldl hiperkolesterolemia primer tipe iia iib;;;
9763;;;;;;;
9764;;;;;;;
9765;kapsul;gemfibrozil;lipres;lipres kapsul gemfibrozil penderita hiperlipidemia tidak atasi diet lemat;;;
9766;tablet;pitavastatin calcium;livalo;livalo tablet pitavastatin calcium menurunkan kadar kolesterol;;;
